Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Cubot,DINOSAUR,x5623_h6013_cubot,3076MB,Phone,Mediatek MT6735,ARM Mali T720 (450 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Cubot,MAX,x6069_cubot_5365u,3076MB,Phone,Mediatek MT6735,ARM Mali T720 (450 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Custom,Ares,Ares,3042MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),720x1560,320,armeabi;armeabi-v7a,28,3.2
Custom,P-Ranger ,P-Ranger,1920MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Cutepad,Tab_4_M7078,Tab_4_M7078,1002MB,Tablet,Mediatek MT8321,未知,600x1024,160,armeabi;armeabi-v7a,27,2.0
Cyrus,CM17,CM17,955MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),320x480,132,armeabi;armeabi-v7a,24,3.1
Cyrus,CM17XA_EEA,CM17XA,2022MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),320x480,160,armeabi;armeabi-v7a,29,3.2
Cyrus,CS22,CS22,2011MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,24,3.1
Cyrus,CS22XA,CS22XA,1962MB,Phone,Mediatek MT6761,Imagination Tech PowerVR GE8300 (660 MHz),720x1280,320,armeabi;armeabi-v7a,28,3.2
Cyrus,CS22XA_EEA,CS22XA_EEA,1962MB,Phone,Mediatek MT6761,Imagination Tech PowerVR GE8300 (660 MHz),720x1280,320,armeabi;armeabi-v7a,28,3.2
Cyrus,CS24,CS24,2025MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,24,3.1
Cyrus,CS40,CS40,4020MB,Phone,Mediatek MT6750,ARM Mali T860 (520 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,3.2
Cyrus,CS45XA,CS45XA,3944MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Cyrus,CS45XA_EEA,CS45XA_EEA,3945MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2
D-Tech,D5L,D5-L,1975MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1440,320,armeabi;armeabi-v7a,27,3.2
D-Tech,D5S,D5S,3062MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),720x1520,300,armeabi;armeabi-v7a,29,3.2
D-Tech,DT07,DT07,921MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),600x1024,213,armeabi;armeabi-v7a,28,3.2
D-Tech,DT08-TAB4G,DT08-TAB4G,1883MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,3.2
D-Tech,DT10-TAB4G,DT10-TAB4G,1883MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,3.2
D-Tech,LM-01,LM_01,932MB,Tablet,Mediatek MT8321,未知,800x1280,160,armeabi;armeabi-v7a,27,2.0
DBM Maroc,FAST7 4G,FAST7_4G,966MB,Tablet,Mediatek MT8735M,未知,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,23,3.0
DBM Maroc,FAST A6,FAST_A6,961MB,Phone,Mediatek MT8735,未知,720x1280,213,arm64-v8a;armeabi;armeabi-v7a,23,3.0
DBM Maroc,Pearl A2,PEARL_A2,972MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,23,3.0
DBM Maroc,ACCENT SURF 1000,SURF1000,1028MB,Tablet,Mediatek MT8127,ARM Mali 450 (600 MHz),600x1024,160,armeabi;armeabi-v7a,23,2.0
DBM Maroc,Speed X2,Speed-X2,2038MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,23,3.0
DBM Maroc,Accent Speed Y2,Speed-Y2,972MB,Phone,Mediatek MT6735P,ARM Mali T720 (600 MHz),720x1280,320,armeabi;armeabi-v7a,23,3.0
DBM Maroc,Accent Speed Y3,Speed-Y3,973MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,23,3.0
DCG-INSPIRATECH,DCG-N10,DCG-N10,2065MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.1
DEXP,A150,A150,473MB,Phone,Mediatek MT6580M,未知,480x854,240,armeabi;armeabi-v7a,27,2.0
DEXP,A160,A160,2054MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x960,213,armeabi;armeabi-v7a,28,2.0
DEXP,A240,A240,472MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x800,240,armeabi;armeabi-v7a,27,3.2
DEXP,A250,A250,2057MB,Phone,Mediatek MT6580M,未知,480x960,240,armeabi;armeabi-v7a,28,2.0
DEXP,A340,A340,990MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x800,240,armeabi;armeabi-v7a,29,2.0
DEXP,A.350,A350,1004MB,Phone,Mediatek MT6580M,未知,480x854,213,armeabi;armeabi-v7a,28,2.0
DEXP,A355,A355,963MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x960,213,armeabi;armeabi-v7a,29,3.2
DEXP,A360,A360,995MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1440,320,armeabi;armeabi-v7a,29,2.0
DEXP,A440,A440,961MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x800,240,armeabi;armeabi-v7a,30,3.2
DEXP,A455,A455,986MB,Phone,Mediatek MT6580M,未知,480x960,240,armeabi;armeabi-v7a,30,2.0
DEXP,AL140,AL140,473MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x800,240,armeabi;armeabi-v7a,27,2.0
DEXP,AL240,AL240,473MB,Phone,Mediatek MT6580M,未知,480x800,240,armeabi;armeabi-v7a,27,2.0
DEXP,AL250,AL250,1993MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),480x960,240,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,AL350,AL350,1986MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,AS155,AS155,1902MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2
DEXP,AS160,AS160,3945MB,Phone,Mediatek MT6570,ARM Mali 400 (525 MHz),720x1512,320,arm64-v8a;armeabi;armeabi-v7a,26,3.2
DEXP,AS260,AS260,3038MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1512,320,armeabi;armeabi-v7a,27,3.2
DEXP,AS360,AS360,2026MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),720x1520,320,armeabi;armeabi-v7a,29,3.2
DEXP,B11,B11,967MB,Tablet,Spreadtrum SC7731,ARM Mali 400 (512 MHz),800x1280,213,armeabi;armeabi-v7a,28,3.2
DEXP,B140,B140,970MB,Phone,Spreadtrum SC7731C,ARM Mali 400 (512 MHz),480x800,240,armeabi;armeabi-v7a,24,2.0
DEXP,DEXP B145,B145,953MB,Phone,Mediatek MT6737M,ARM Mali T720 (600 MHz),480x854,240,armeabi;armeabi-v7a,24,3.1
DEXP,DEXP_B160,B160,1004MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,B17,B17,959MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,29,3.2
DEXP,B18,B18,959MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,240,armeabi;armeabi-v7a,29,3.2
DEXP,B21,B21,959MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,160,armeabi;armeabi-v7a,29,3.2
DEXP,B245,B245,948MB,Phone,Spreadtrum SC7731,ARM Mali 400 (512 MHz),480x854,240,armeabi;armeabi-v7a,27,3.2
DEXP,DEXP B255,B255,940MB,Phone,Spreadtrum SC9832,ARM Mali 400 (614 MHz),640x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,B260,B260,964MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1440,320,armeabi;armeabi-v7a,27,2.0
DEXP,B27,B27,961MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,213,armeabi;armeabi-v7a,30,3.2
DEXP,B28,B28,2025MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,240,armeabi;armeabi-v7a,30,3.2
DEXP,B31,B31,2024MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,213,armeabi;armeabi-v7a,29,3.2
DEXP,B340,B340,1005MB,Phone,Mediatek MT6580M,未知,480x800,240,armeabi;armeabi-v7a,27,2.0
DEXP,B350,B350,952MB,Phone,Mediatek MT6737M,ARM Mali T720 (600 MHz),480x854,240,armeabi;armeabi-v7a,24,3.1
DEXP,B355,B355,1004MB,Phone,Mediatek MT6580M,未知,480x960,240,armeabi;armeabi-v7a,27,2.0
DEXP,B38,B38,2023MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,213,armeabi;armeabi-v7a,29,3.2
DEXP,B450,B450,1005MB,Phone,Mediatek MT6580M,未知,480x854,240,armeabi;armeabi-v7a,27,2.0
DEXP,BL150,BL150,937MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,27,2.0
DEXP,BL155,BL155,2069MB,Phone,Mediatek MT6580M,未知,480x960,213,armeabi;armeabi-v7a,28,2.0
DEXP,BL160,BL160,2013MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1440,320,armeabi;armeabi-v7a,29,3.2
DEXP,BL250,BL250,967MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,27,3.1
DEXP,BL350,BL350,967MB,Phone,Spreadtrum SC7731,ARM Mali 400 (512 MHz),480x854,240,armeabi;armeabi-v7a,28,3.2
DEXP,BS150,BS150,939MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,BS155,BS155,972MB,Phone,Mediatek MT6580M,未知,480x960,240,armeabi;armeabi-v7a,27,2.0
DEXP,BS160,BS160,948MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x960,213,armeabi;armeabi-v7a,27,3.2
DEXP,BS250,BS250,958MB,Phone,Spreadtrum SC7731C,ARM Mali 400 (512 MHz),480x960,240,armeabi;armeabi-v7a,24,2.0
DEXP,BS550,BS550,989MB,Phone,Mediatek MT6580M,未知,480x960,240,armeabi;armeabi-v7a,27,2.0
DEXP,BS650,BS650,1004MB,Phone,Spreadtrum SC7731C,ARM Mali 400 (512 MHz),480x960,240,armeabi;armeabi-v7a,27,3.2
DEXP,E110,E110,2023MB,Tablet,Mediatek MT8321,未知,800x1280,160,armeabi;armeabi-v7a,28,2.0
DEXP,E170,E170,1883MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,240,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,E180,E180,1970MB,Tablet,Mediatek MT8765A,Imagination Tech PowerVR GE8100 (570 MHz),800x1280,160,armeabi;armeabi-v7a,28,3.2
DEXP,E210,E210,1970MB,Tablet,Mediatek MT8765A,Imagination Tech PowerVR GE8100 (570 MHz),800x1280,160,armeabi;armeabi-v7a,28,3.2
DEXP,EL450,EL450,987MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,DEXP Ixion_ES1050,ES1050,1004MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,ES355,ES355,959MB,Phone,Spreadtrum SC7731G,ARM Mali 400 (512 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,ES550,ES550,959MB,Phone,Spreadtrum SC7731G,ARM Mali 400 (512 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,ES750,ES750,920MB,Phone,Spreadtrum SC9832,ARM Mali 400 (614 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,ES850,ES850,1004MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,EX111,EX111,3961MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1080x1920,240,arm64-v8a;armeabi;armeabi-v7a,29,3.2
DEXP,DEXP G150,G150,895MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,3.1
DEXP,G155,G155,1006MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),640x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,G250,G250,940MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,G253,G253,998MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,27,2.0
DEXP,G255,G255,993MB,Phone,Mediatek MT6580M,未知,480x960,240,armeabi;armeabi-v7a,27,2.0
DEXP,G355,G355,934MB,Phone,Mediatek MT6739CH,Imagination Tech PowerVR GE8100 (570 MHz),480x960,240,armeabi;armeabi-v7a,27,3.2
DEXP,G450,G450,1005MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x854,240,armeabi;armeabi-v7a,29,2.0
DEXP,G450 2021,G450_2021,987MB,Phone,Mediatek MT6580M,未知,480x854,220,armeabi;armeabi-v7a,30,2.0
DEXP,G550,G550,951MB,Phone,Mediatek MT6739CH,Imagination Tech PowerVR GE8100 (570 MHz),480x960,240,armeabi;armeabi-v7a,27,3.2
DEXP,G660,G660,961MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),720x1560,320,armeabi;armeabi-v7a,30,3.2
DEXP,GL255,GL255,905MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),640x1280,320,armeabi;armeabi-v7a,24,3.1
DEXP,GL355,GL355,1995MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),640x1280,320,armeabi;armeabi-v7a,27,3.2
DEXP,GS150,GS150,934MB,Phone,Mediatek MT6739CH,Imagination Tech PowerVR GE8100 (570 MHz),480x960,240,armeabi;armeabi-v7a,27,3.2
DEXP,GS153,GS153,934MB,Phone,Mediatek MT6739CH,Imagination Tech PowerVR GE8100 (570 MHz),480x960,240,armeabi;armeabi-v7a,27,3.2
DEXP,GS155,GS155,934MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),480x960,240,armeabi;armeabi-v7a,27,3.2
DEXP,H110,H110,1908MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,H170,H170,966MB,Tablet,Spreadtrum SC7731G,ARM Mali 400 (512 MHz),600x1024,160,armeabi;armeabi-v7a,24,2.0
DEXP,H210,H210,2962MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,H270,H270,948MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,213,armeabi;armeabi-v7a,27,3.2
DEXP,H310,H310,1918MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,29,3.2
DEXP,H370,H370,959MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,29,3.2
DEXP,H410,H410,2904MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,29,3.2
DEXP,DEXP Ixion X150,Ixion_X150,1952MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,3.1
DEXP,K11,K11,2032MB,Tablet,Spreadtrum SC7731,ARM Mali 400 (512 MHz),800x1280,160,armeabi;armeabi-v7a,28,3.2
DEXP,K17,K17,2023MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,213,armeabi;armeabi-v7a,29,3.2
DEXP,K18,K18,2032MB,Tablet,Spreadtrum SC7731,ARM Mali 400 (512 MHz),800x1280,160,armeabi;armeabi-v7a,28,3.2
DEXP,K21,K21,1883MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,K28,K28,1957MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,240,armeabi;armeabi-v7a,29,3.2
DEXP,K31,K31,1940MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,213,armeabi;armeabi-v7a,29,3.2
DEXP,K38,K38,2996MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,240,arm64-v8a;armeabi;armeabi-v7a,30,3.2
DEXP,K41,K41,1940MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,320,armeabi;armeabi-v7a,29,3.2
DEXP,K51,K51,2996MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,30,3.2
DEXP,L110,L110,1988MB,Tablet,Mediatek MT8735,未知,1200x1920,240,armeabi;armeabi-v7a,27,3.1
DEXP,L170,L170,932MB,Tablet,Mediatek MT8321,未知,800x1280,160,armeabi;armeabi-v7a,27,2.0
DEXP,L180,L180,2008MB,Tablet,Mediatek MT8735M,未知,800x1280,160,armeabi;armeabi-v7a,27,3.1
DEXP,L210,L210,2032MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,160,armeabi;armeabi-v7a,28,3.2
DEXP,L270,L270,2032MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,28,3.2
DEXP,L310i,L310i,2040MB,Tablet,Mediatek MT8321,未知,800x1280,213,armeabi;armeabi-v7a,29,2.0
DEXP,L370i,L370i,967MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,28,3.2
DEXP,L470,L470,981MB,Phone,Mediatek MT8321,未知,600x1024,213,armeabi;armeabi-v7a,29,2.0
DEXP,DEXP M110,M110,2833MB,Tablet,Mediatek MT6797,ARM Mali T880 (780 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,26,3.2
DEXP,M170,M170,2023MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,29,3.2
DEXP,DEXP M210,M210,2833MB,Tablet,Mediatek MT6797,ARM Mali T880 (780 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,26,3.2
DEXP,M340,M340,948MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x800,240,armeabi;armeabi-v7a,24,2.0
DEXP,Ixion M355,M355,946MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,24,3.1
DEXP,M545,M545,959MB,Phone,Spreadtrum SC7731G,ARM Mali 400 (512 MHz),480x854,240,armeabi;armeabi-v7a,24,2.0
DEXP,M750,M750,940MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,DEXP Ixion M850,M850,1073MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,ML245,ML245,1011MB,Phone,Mediatek MT6580M,未知,480x854,240,armeabi;armeabi-v7a,24,2.0
DEXP,Ixion ML350,ML350,944MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,24,3.1
DEXP,Ixion ML450,ML450,944MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,24,3.1
DEXP,lxion MS255,MS255,1968MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,24,3.1
DEXP,ERA,MS550,2037MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,24,3.1
DEXP,MS650,MS650,1981MB,Phone,Spreadtrum SC9832,ARM Mali 400 (614 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,DEXP Ursus N169,N169,959MB,Tablet,Spreadtrum SC7731G,ARM Mali 400 (512 MHz),600x1024,160,armeabi;armeabi-v7a,24,2.0
DEXP,N180i,N180i,1883MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,N210,N210,1884MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,27,3.2
DEXP,N280,N280,958MB,Tablet,Spreadtrum SC7731G,ARM Mali 400 (512 MHz),800x1280,213,armeabi;armeabi-v7a,24,2.0
DEXP,N280i,N280i,2937MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,N310,N310,1884MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,27,3.2
DEXP,N370,N370,948MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,213,armeabi;armeabi-v7a,27,3.2
DEXP,N380i,N380i,3994MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,N410,N410,3994MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,N470,N470,948MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,213,armeabi;armeabi-v7a,27,3.2
DEXP,N570,N570,1884MB,Phone,Spreadtrum SC9832A,ARM Mali 400 (614 MHz),800x1280,240,arm64-v8a;armeabi;armeabi-v7a,27,3.2
DEXP,DEXP P170,P170,939MB,Tablet,Mediatek MT8735M,未知,800x1280,213,armeabi;armeabi-v7a,24,3.1
DEXP,Dexp Ursus P210,P210,958MB,Tablet,Spreadtrum SC7731G,ARM Mali 400 (512 MHz),800x1280,213,armeabi;armeabi-v7a,24,2.0
DEXP,P280,P280,958MB,Tablet,Spreadtrum SC7731G,ARM Mali 400 (512 MHz),800x1280,213,armeabi;armeabi-v7a,24,2.0
DEXP,DEXP Ursus P310,P310,919MB,Tablet,Spreadtrum SC9832,ARM Mali 400 (614 MHz),800x1280,213,armeabi;armeabi-v7a,24,2.0
DEXP,Ixion P350,P350,1004MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
DEXP,Dexp Ursus P380,P380,919MB,Tablet,Spreadtrum SC9832,ARM Mali 400 (614 MHz),800x1280,213,armeabi;armeabi-v7a,24,2.0
DEXP,P380i,P380i,929MB,Phone,Spreadtrum SC9832,ARM Mali 400 (614 MHz),800x1280,240,armeabi;armeabi-v7a,27,3.2
DEXP,P410,P410,948MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,213,armeabi;armeabi-v7a,27,3.2
DEXP,P510,P510,929MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,213,armeabi;armeabi-v7a,27,3.2
DEXP,Q110,Q110,1908MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,Q180,Q180,1918MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,29,3.2
DEXP,Q210,Q210,2961MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,Q280,Q280,2904MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,29,3.2
DEXP,Q310,Q310,4018MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,R110,R110,1908MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,R180,R180,1908MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,3.2
DEXP,DEXP S110,S110,1996MB,Tablet,Mediatek MT8735,未知,1200x1920,320,armeabi;armeabi-v7a,24,3.1
DEXP,DEXP Ursus S169,S169,959MB,Tablet,Spreadtrum SC7731G,ARM Mali 400 (512 MHz),600x1024,160,armeabi;armeabi-v7a,24,2.0
DEXP,Dexp Ursus S170i,S170i,1032MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),600x1024,160,armeabi;armeabi-v7a,25,2.0
DEXP,S180,S180,948MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,240,armeabi;armeabi-v7a,27,3.2
DEXP,URSUS S180i,S180i,1000MB,Tablet,Rockchip RK3326,ARM Mali G31 (500 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,27,3.2
DEXP,S190,S190,2057MB,Tablet,Mediatek MT8321,未知,800x1280,160,armeabi;armeabi-v7a,24,2.0
DEXP,Dexp Ursus S270,S270,966MB,Tablet,Spreadtrum SC7731C,ARM Mali 400 (512 MHz),600x1024,160,armeabi;armeabi-v7a,24,2.0
DEXP,S270i,S270i,948MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,27,3.2
DEXP,S280,S280,948MB,Phone,Spreadtrum SC7731,ARM Mali 400 (512 MHz),800x1280,240,armeabi;armeabi-v7a,27,3.2
